proportion_correct,bias,recall,precision,kappa,f1,csi,far,site,stage,dem_type,strategy
0.8524,6.6159,0.9241,0.1397,0.2074,0.2427,0.1381,0.8603,scottsbluff_nb,10,all,"lr_6:5.12, bias:-1.66"
0.8756,1.4803,0.9469,0.6396,0.6833,0.7635,0.6175,0.3604,scottsbluff_nb,18,all,"lr_6:5.12, bias:-1.66"
0.846,5.4073,0.9418,0.1742,0.2509,0.294,0.1723,0.8258,scottsbluff_nb,11,all,"lr_6:5.12, bias:-1.66"
0.8355,4.7453,0.944,0.1989,0.2778,0.3286,0.1966,0.8011,scottsbluff_nb,12,all,"lr_6:5.12, bias:-1.66"
0.933,1.2464,0.8615,0.6912,0.7285,0.767,0.6221,0.3088,kansas_city_rockhill,17,all,"lr_6:5.12, bias:-1.66"
0.936,1.2094,0.8193,0.6774,0.7055,0.7416,0.5894,0.3226,kansas_city_rockhill,14,all,"lr_6:5.12, bias:-1.66"
0.9192,1.2612,0.8687,0.6888,0.7202,0.7683,0.6238,0.3112,kansas_city_rockhill,22,all,"lr_6:5.12, bias:-1.66"
0.9436,1.1848,0.7331,0.6188,0.6405,0.6711,0.5051,0.3812,kansas_city_rockhill,8,all,"lr_6:5.12, bias:-1.66"
0.9381,1.2235,0.8018,0.6554,0.6868,0.7212,0.564,0.3446,kansas_city_rockhill,12,all,"lr_6:5.12, bias:-1.66"
0.9174,1.2471,0.8611,0.6905,0.717,0.7664,0.6213,0.3095,kansas_city_rockhill,23,all,"lr_6:5.12, bias:-1.66"
0.9386,1.2148,0.8178,0.6732,0.704,0.7385,0.5854,0.3268,kansas_city_rockhill,13,all,"lr_6:5.12, bias:-1.66"
0.9404,1.2066,0.7466,0.6187,0.6441,0.6767,0.5113,0.3813,kansas_city_rockhill,9,all,"lr_6:5.12, bias:-1.66"
0.9344,1.2016,0.8219,0.684,0.7094,0.7467,0.5957,0.316,kansas_city_rockhill,15,all,"lr_6:5.12, bias:-1.66"
0.8792,1.0989,0.7819,0.7115,0.6661,0.745,0.5937,0.2885,kansas_city_rockhill,28,all,"lr_6:5.12, bias:-1.66"
0.9296,1.2357,0.8527,0.69,0.722,0.7628,0.6165,0.31,kansas_city_rockhill,18,all,"lr_6:5.12, bias:-1.66"
0.9404,1.2279,0.7966,0.6487,0.6822,0.7151,0.5565,0.3513,kansas_city_rockhill,11,all,"lr_6:5.12, bias:-1.66"
0.9243,1.2681,0.8567,0.6755,0.7113,0.7554,0.6069,0.3245,kansas_city_rockhill,19,all,"lr_6:5.12, bias:-1.66"
0.8879,1.1713,0.8057,0.6879,0.6712,0.7422,0.5901,0.3121,kansas_city_rockhill,26,all,"lr_6:5.12, bias:-1.66"
0.9171,1.3176,0.8758,0.6647,0.707,0.7558,0.6074,0.3353,kansas_city_rockhill,21,all,"lr_6:5.12, bias:-1.66"
0.9422,1.1735,0.6909,0.5887,0.6045,0.6357,0.466,0.4113,kansas_city_rockhill,7,all,"lr_6:5.12, bias:-1.66"
0.9162,1.2401,0.863,0.6959,0.72,0.7705,0.6267,0.3041,kansas_city_rockhill,25,all,"lr_6:5.12, bias:-1.66"
0.9358,1.2295,0.8545,0.695,0.7298,0.7665,0.6214,0.305,kansas_city_rockhill,16,all,"lr_6:5.12, bias:-1.66"
0.9171,1.2421,0.8617,0.6937,0.7189,0.7686,0.6242,0.3063,kansas_city_rockhill,24,all,"lr_6:5.12, bias:-1.66"
0.925,1.2788,0.8752,0.6844,0.7242,0.7681,0.6236,0.3156,kansas_city_rockhill,20,all,"lr_6:5.12, bias:-1.66"
0.9399,1.2225,0.7696,0.6296,0.6597,0.6926,0.5297,0.3704,kansas_city_rockhill,10,all,"lr_6:5.12, bias:-1.66"
0.884,1.1293,0.7931,0.7023,0.6702,0.7449,0.5935,0.2977,kansas_city_rockhill,27,all,"lr_6:5.12, bias:-1.66"
0.5489,5.0834,0.5606,0.1103,0.0382,0.1843,0.1015,0.8897,creswell_or,1,all,"lr_6:5.12, bias:-1.66"
0.6225,1.5533,0.7471,0.481,0.2675,0.5852,0.4136,0.519,creswell_or,5,all,"lr_6:5.12, bias:-1.66"
0.592,1.8088,0.721,0.3986,0.2094,0.5134,0.3453,0.6014,creswell_or,4,all,"lr_6:5.12, bias:-1.66"
0.6482,1.4109,0.7662,0.5431,0.3142,0.6356,0.4659,0.4569,creswell_or,6,all,"lr_6:5.12, bias:-1.66"
0.5497,3.4754,0.6068,0.1746,0.0723,0.2712,0.1569,0.8254,creswell_or,2,all,"lr_6:5.12, bias:-1.66"
0.7094,1.1955,0.7975,0.6671,0.4216,0.7265,0.5705,0.3329,creswell_or,7,all,"lr_6:5.12, bias:-1.66"
0.5623,2.3123,0.6735,0.2913,0.1389,0.4066,0.2552,0.7087,creswell_or,3,all,"lr_6:5.12, bias:-1.66"
0.7724,1.042,0.8232,0.79,0.5309,0.8063,0.6754,0.21,creswell_or,8,all,"lr_6:5.12, bias:-1.66"
0.9569,1.5735,0.4955,0.3149,0.3639,0.3851,0.2385,0.6851,hazard_kt,17,all,"lr_6:5.12, bias:-1.66"
0.9587,1.7918,0.4694,0.262,0.3167,0.3363,0.2021,0.738,hazard_kt,14,all,"lr_6:5.12, bias:-1.66"
0.9511,1.1586,0.5679,0.4901,0.5006,0.5262,0.357,0.5099,hazard_kt,29,all,"lr_6:5.12, bias:-1.66"
0.9531,1.4625,0.5162,0.3529,0.3957,0.4192,0.2652,0.6471,hazard_kt,22,all,"lr_6:5.12, bias:-1.66"
0.9525,1.4448,0.5202,0.36,0.4016,0.4255,0.2703,0.64,hazard_kt,23,all,"lr_6:5.12, bias:-1.66"
0.9501,0.7868,0.6038,0.7674,0.6493,0.6759,0.5104,0.2326,hazard_kt,39,all,"lr_6:5.12, bias:-1.66"
0.9511,0.8001,0.5845,0.7306,0.6235,0.6494,0.4808,0.2694,hazard_kt,35,all,"lr_6:5.12, bias:-1.66"
0.9506,0.8136,0.5738,0.7052,0.6065,0.6327,0.4628,0.2948,hazard_kt,34,all,"lr_6:5.12, bias:-1.66"
0.9582,1.7307,0.4768,0.2755,0.3292,0.3492,0.2115,0.7245,hazard_kt,15,all,"lr_6:5.12, bias:-1.66"
0.9508,1.2247,0.5568,0.4547,0.475,0.5006,0.3339,0.5453,hazard_kt,28,all,"lr_6:5.12, bias:-1.66"
0.9561,1.54,0.4963,0.3222,0.369,0.3908,0.2428,0.6778,hazard_kt,18,all,"lr_6:5.12, bias:-1.66"
0.9548,1.5303,0.4995,0.3264,0.3724,0.3948,0.246,0.6736,hazard_kt,19,all,"lr_6:5.12, bias:-1.66"
0.9507,0.786,0.5987,0.7617,0.6442,0.6704,0.5043,0.2383,hazard_kt,38,all,"lr_6:5.12, bias:-1.66"
0.9512,0.9099,0.5752,0.6321,0.5764,0.6023,0.4309,0.3679,hazard_kt,32,all,"lr_6:5.12, bias:-1.66"
0.951,0.7897,0.5867,0.7429,0.6296,0.6556,0.4877,0.2571,hazard_kt,36,all,"lr_6:5.12, bias:-1.66"
0.9512,1.331,0.533,0.4005,0.4323,0.4573,0.2965,0.5995,hazard_kt,26,all,"lr_6:5.12, bias:-1.66"
0.9534,1.5005,0.5072,0.3381,0.3825,0.4057,0.2545,0.6619,hazard_kt,21,all,"lr_6:5.12, bias:-1.66"
0.9518,1.0053,0.5808,0.5778,0.5537,0.5793,0.4077,0.4222,hazard_kt,31,all,"lr_6:5.12, bias:-1.66"
0.9512,1.3767,0.5224,0.3794,0.4147,0.4396,0.2817,0.6206,hazard_kt,25,all,"lr_6:5.12, bias:-1.66"
0.9514,0.7835,0.5944,0.7586,0.6407,0.6665,0.4998,0.2414,hazard_kt,37,all,"lr_6:5.12, bias:-1.66"
0.9511,1.0784,0.5746,0.5329,0.5272,0.553,0.3821,0.4671,hazard_kt,30,all,"lr_6:5.12, bias:-1.66"
0.9508,0.8541,0.5725,0.6702,0.5914,0.6175,0.4467,0.3298,hazard_kt,33,all,"lr_6:5.12, bias:-1.66"
0.9577,1.6455,0.4874,0.2962,0.348,0.3685,0.2259,0.7038,hazard_kt,16,all,"lr_6:5.12, bias:-1.66"
0.9519,1.4201,0.5208,0.3667,0.4061,0.4304,0.2742,0.6333,hazard_kt,24,all,"lr_6:5.12, bias:-1.66"
0.9539,1.5134,0.5015,0.3314,0.3761,0.3991,0.2493,0.6686,hazard_kt,20,all,"lr_6:5.12, bias:-1.66"
0.9506,1.2934,0.544,0.4206,0.4489,0.4744,0.3109,0.5794,hazard_kt,27,all,"lr_6:5.12, bias:-1.66"
0.8641,1.8129,0.7487,0.413,0.4605,0.5323,0.3627,0.587,bandera_tx,17,all,"lr_6:5.12, bias:-1.66"
0.8405,1.3975,0.8821,0.6312,0.626,0.7358,0.5821,0.3688,bandera_tx,29,all,"lr_6:5.12, bias:-1.66"
0.8336,1.9141,0.8378,0.4377,0.4839,0.575,0.4035,0.5623,bandera_tx,22,all,"lr_6:5.12, bias:-1.66"
0.8816,1.953,0.5773,0.2956,0.3329,0.391,0.243,0.7044,bandera_tx,12,all,"lr_6:5.12, bias:-1.66"
0.8285,1.9086,0.8489,0.4448,0.4887,0.5837,0.4122,0.5552,bandera_tx,23,all,"lr_6:5.12, bias:-1.66"
0.8792,1.8467,0.6157,0.3334,0.3716,0.4326,0.276,0.6666,bandera_tx,13,all,"lr_6:5.12, bias:-1.66"
0.8769,1.1707,0.9181,0.7843,0.7445,0.8459,0.733,0.2157,bandera_tx,35,all,"lr_6:5.12, bias:-1.66"
0.877,1.1696,0.9128,0.7804,0.742,0.8414,0.7263,0.2196,bandera_tx,34,all,"lr_6:5.12, bias:-1.66"
0.8713,1.7948,0.6872,0.3829,0.4248,0.4918,0.3261,0.6171,bandera_tx,15,all,"lr_6:5.12, bias:-1.66"
0.83,1.5123,0.8754,0.5789,0.5855,0.6969,0.5348,0.4211,bandera_tx,28,all,"lr_6:5.12, bias:-1.66"
0.8574,1.8393,0.7713,0.4193,0.4674,0.5433,0.373,0.5807,bandera_tx,18,all,"lr_6:5.12, bias:-1.66"
0.884,2.0571,0.5444,0.2647,0.3007,0.3562,0.2167,0.7353,bandera_tx,11,all,"lr_6:5.12, bias:-1.66"
0.851,1.8613,0.7901,0.4245,0.4725,0.5523,0.3815,0.5755,bandera_tx,19,all,"lr_6:5.12, bias:-1.66"
0.8696,1.2013,0.9362,0.7794,0.7366,0.8506,0.7401,0.2206,bandera_tx,38,all,"lr_6:5.12, bias:-1.66"
0.863,1.2175,0.8962,0.7361,0.7033,0.8083,0.6783,0.2639,bandera_tx,32,all,"lr_6:5.12, bias:-1.66"
0.875,1.18,0.9243,0.7833,0.7431,0.848,0.7361,0.2167,bandera_tx,36,all,"lr_6:5.12, bias:-1.66"
0.8166,1.8019,0.8667,0.481,0.5106,0.6186,0.4478,0.519,bandera_tx,26,all,"lr_6:5.12, bias:-1.66"
0.8405,1.8894,0.8216,0.4348,0.482,0.5687,0.3973,0.5652,bandera_tx,21,all,"lr_6:5.12, bias:-1.66"
0.8547,1.2685,0.8922,0.7034,0.6787,0.7866,0.6483,0.2966,bandera_tx,31,all,"lr_6:5.12, bias:-1.66"
0.819,1.8699,0.866,0.4631,0.4998,0.6035,0.4322,0.5369,bandera_tx,25,all,"lr_6:5.12, bias:-1.66"
0.8744,1.1822,0.9288,0.7857,0.7438,0.8513,0.7411,0.2143,bandera_tx,37,all,"lr_6:5.12, bias:-1.66"
0.8458,1.3309,0.8852,0.6651,0.6494,0.7595,0.6123,0.3349,bandera_tx,30,all,"lr_6:5.12, bias:-1.66"
0.871,1.1837,0.903,0.7628,0.7253,0.827,0.705,0.2372,bandera_tx,33,all,"lr_6:5.12, bias:-1.66"
0.8676,1.7948,0.7171,0.3996,0.4437,0.5132,0.3452,0.6004,bandera_tx,16,all,"lr_6:5.12, bias:-1.66"
0.8237,1.8817,0.8542,0.4539,0.4934,0.5928,0.4213,0.5461,bandera_tx,24,all,"lr_6:5.12, bias:-1.66"
0.8456,1.8747,0.8046,0.4292,0.4765,0.5598,0.3887,0.5708,bandera_tx,20,all,"lr_6:5.12, bias:-1.66"
0.8859,2.2445,0.5249,0.2339,0.2711,0.3236,0.193,0.7661,bandera_tx,10,all,"lr_6:5.12, bias:-1.66"
0.819,1.6801,0.8703,0.518,0.5378,0.6495,0.4809,0.482,bandera_tx,27,all,"lr_6:5.12, bias:-1.66"
0.7176,1.6689,0.75,0.4494,0.3724,0.562,0.3909,0.5506,kansas_city_bannister_rd,41,all,"lr_6:5.12, bias:-1.66"
0.7148,1.6219,0.7554,0.4657,0.379,0.5762,0.4047,0.5343,kansas_city_bannister_rd,42,all,"lr_6:5.12, bias:-1.66"
0.6942,1.3524,0.8056,0.5957,0.4005,0.6849,0.5208,0.4043,kansas_city_bannister_rd,54,all,"lr_6:5.12, bias:-1.66"
0.7049,1.4362,0.7778,0.5416,0.4024,0.6385,0.469,0.4584,kansas_city_bannister_rd,46,all,"lr_6:5.12, bias:-1.66"
0.6942,1.3696,0.8064,0.5888,0.4007,0.6806,0.5158,0.4112,kansas_city_bannister_rd,53,all,"lr_6:5.12, bias:-1.66"
0.7255,1.5088,0.7855,0.5206,0.4231,0.6262,0.4558,0.4794,kansas_city_bannister_rd,44,all,"lr_6:5.12, bias:-1.66"
0.8394,1.672,0.6208,0.3713,0.3772,0.4647,0.3027,0.6287,kansas_city_bannister_rd,29,all,"lr_6:5.12, bias:-1.66"
0.6934,1.4177,0.8017,0.5655,0.3969,0.6632,0.4961,0.4345,kansas_city_bannister_rd,50,all,"lr_6:5.12, bias:-1.66"
0.7015,1.4219,0.7831,0.5507,0.4016,0.6467,0.4778,0.4493,kansas_city_bannister_rd,47,all,"lr_6:5.12, bias:-1.66"
0.7289,1.7417,0.7417,0.4259,0.368,0.5411,0.3709,0.5741,kansas_city_bannister_rd,39,all,"lr_6:5.12, bias:-1.66"
0.7811,1.6547,0.6894,0.4166,0.3886,0.5194,0.3508,0.5834,kansas_city_bannister_rd,35,all,"lr_6:5.12, bias:-1.66"
0.798,1.5652,0.6614,0.4226,0.3958,0.5157,0.3474,0.5774,kansas_city_bannister_rd,34,all,"lr_6:5.12, bias:-1.66"
0.7005,1.3913,0.7848,0.5641,0.4033,0.6564,0.4885,0.4359,kansas_city_bannister_rd,48,all,"lr_6:5.12, bias:-1.66"
0.6964,1.385,0.8058,0.5818,0.4039,0.6757,0.5102,0.4182,kansas_city_bannister_rd,51,all,"lr_6:5.12, bias:-1.66"
0.8653,1.5382,0.6202,0.4032,0.4152,0.4887,0.3234,0.5968,kansas_city_bannister_rd,28,all,"lr_6:5.12, bias:-1.66"
0.7302,1.7562,0.7295,0.4154,0.3597,0.5294,0.36,0.5846,kansas_city_bannister_rd,38,all,"lr_6:5.12, bias:-1.66"
0.7243,1.6875,0.7396,0.4383,0.3698,0.5504,0.3797,0.5617,kansas_city_bannister_rd,40,all,"lr_6:5.12, bias:-1.66"
0.8112,1.5438,0.6092,0.3946,0.3701,0.479,0.3149,0.6054,kansas_city_bannister_rd,32,all,"lr_6:5.12, bias:-1.66"
0.7722,1.6892,0.6971,0.4127,0.3818,0.5184,0.3499,0.5873,kansas_city_bannister_rd,36,all,"lr_6:5.12, bias:-1.66"
0.6974,1.3837,0.7881,0.5695,0.4003,0.6612,0.4939,0.4305,kansas_city_bannister_rd,49,all,"lr_6:5.12, bias:-1.66"
0.818,1.6088,0.6103,0.3793,0.3652,0.4679,0.3054,0.6207,kansas_city_bannister_rd,31,all,"lr_6:5.12, bias:-1.66"
0.7203,1.4382,0.7759,0.5395,0.4209,0.6365,0.4668,0.4605,kansas_city_bannister_rd,45,all,"lr_6:5.12, bias:-1.66"
0.6885,1.3531,0.8038,0.594,0.39,0.6832,0.5188,0.406,kansas_city_bannister_rd,55,all,"lr_6:5.12, bias:-1.66"
0.7197,1.5508,0.762,0.4913,0.3975,0.5974,0.426,0.5087,kansas_city_bannister_rd,43,all,"lr_6:5.12, bias:-1.66"
0.6958,1.3777,0.8072,0.5859,0.4034,0.6789,0.5139,0.4141,kansas_city_bannister_rd,52,all,"lr_6:5.12, bias:-1.66"
0.73,1.8576,0.7099,0.3822,0.3344,0.4969,0.3306,0.6178,kansas_city_bannister_rd,37,all,"lr_6:5.12, bias:-1.66"
0.8225,1.6884,0.6134,0.3633,0.3585,0.4563,0.2956,0.6367,kansas_city_bannister_rd,30,all,"lr_6:5.12, bias:-1.66"
0.8061,1.5627,0.6423,0.411,0.388,0.5013,0.3345,0.589,kansas_city_bannister_rd,33,all,"lr_6:5.12, bias:-1.66"
0.9728,5.497,0.4329,0.0788,0.1261,0.1333,0.0714,0.9212,fort_street_omaha_nb,19,all,"lr_6:5.12, bias:-1.66"
0.9688,5.0613,0.4911,0.097,0.1533,0.162,0.0882,0.903,fort_street_omaha_nb,23,all,"lr_6:5.12, bias:-1.66"
0.9667,4.5869,0.5224,0.1139,0.1771,0.187,0.1032,0.8861,fort_street_omaha_nb,25,all,"lr_6:5.12, bias:-1.66"
0.9663,1.7115,0.5673,0.3315,0.4023,0.4184,0.2646,0.6685,fort_street_omaha_nb,27,all,"lr_6:5.12, bias:-1.66"
0.9578,0.8591,0.5251,0.6112,0.5428,0.5649,0.3936,0.3888,fort_street_omaha_nb,30,all,"lr_6:5.12, bias:-1.66"
0.9678,4.9356,0.4956,0.1004,0.1579,0.167,0.0911,0.8996,fort_street_omaha_nb,24,all,"lr_6:5.12, bias:-1.66"
0.9607,0.9757,0.5251,0.5381,0.511,0.5315,0.362,0.4619,fort_street_omaha_nb,29,all,"lr_6:5.12, bias:-1.66"
0.9544,0.7305,0.5323,0.7287,0.5916,0.6152,0.4443,0.2713,fort_street_omaha_nb,32,all,"lr_6:5.12, bias:-1.66"
0.9722,5.3265,0.445,0.0835,0.1332,0.1407,0.0757,0.9165,fort_street_omaha_nb,20,all,"lr_6:5.12, bias:-1.66"
0.9656,3.2359,0.5274,0.163,0.2364,0.249,0.1422,0.837,fort_street_omaha_nb,26,all,"lr_6:5.12, bias:-1.66"
0.9712,5.2063,0.453,0.087,0.1381,0.146,0.0787,0.913,fort_street_omaha_nb,21,all,"lr_6:5.12, bias:-1.66"
0.9642,1.2187,0.5507,0.4519,0.478,0.4964,0.3302,0.5481,fort_street_omaha_nb,28,all,"lr_6:5.12, bias:-1.66"
0.9559,0.7748,0.5235,0.6757,0.567,0.5899,0.4184,0.3243,fort_street_omaha_nb,31,all,"lr_6:5.12, bias:-1.66"
0.9702,5.1039,0.4757,0.0932,0.1476,0.1559,0.0845,0.9068,fort_street_omaha_nb,22,all,"lr_6:5.12, bias:-1.66"
0.9733,5.8264,0.4126,0.0708,0.1142,0.1209,0.0643,0.9292,fort_street_omaha_nb,18,all,"lr_6:5.12, bias:-1.66"
0.9352,1.3529,0.6118,0.4522,0.4861,0.52,0.3514,0.5478,kansas_city_wardpkwy,41,all,"lr_6:5.12, bias:-1.66"
0.9352,1.2366,0.6022,0.487,0.504,0.5385,0.3684,0.513,kansas_city_wardpkwy,42,all,"lr_6:5.12, bias:-1.66"
0.9325,1.4935,0.5974,0.4,0.4446,0.4792,0.3151,0.6,kansas_city_wardpkwy,40,all,"lr_6:5.12, bias:-1.66"
0.9048,0.599,0.4323,0.7217,0.4913,0.5407,0.3705,0.2783,kansas_city_wardpkwy,46,all,"lr_6:5.12, bias:-1.66"
0.9372,0.9914,0.5948,0.6,0.5633,0.5974,0.4259,0.4,kansas_city_wardpkwy,44,all,"lr_6:5.12, bias:-1.66"
0.8683,0.4423,0.3462,0.7826,0.4173,0.48,0.3158,0.2174,kansas_city_wardpkwy,49,all,"lr_6:5.12, bias:-1.66"
0.8589,0.4107,0.3321,0.8087,0.4054,0.4709,0.3079,0.1913,kansas_city_wardpkwy,50,all,"lr_6:5.12, bias:-1.66"
0.8825,0.5022,0.3712,0.7391,0.4359,0.4942,0.3282,0.2609,kansas_city_wardpkwy,48,all,"lr_6:5.12, bias:-1.66"
0.8292,0.3464,0.2922,0.8435,0.3602,0.434,0.2771,0.1565,kansas_city_wardpkwy,51,all,"lr_6:5.12, bias:-1.66"
0.9244,0.7931,0.5103,0.6435,0.5284,0.5692,0.3978,0.3565,kansas_city_wardpkwy,45,all,"lr_6:5.12, bias:-1.66"
0.9365,1.1165,0.6019,0.5391,0.5347,0.5688,0.3974,0.4609,kansas_city_wardpkwy,43,all,"lr_6:5.12, bias:-1.66"
0.9021,0.575,0.425,0.7391,0.4893,0.5397,0.3696,0.2609,kansas_city_wardpkwy,47,all,"lr_6:5.12, bias:-1.66"
0.7657,0.2602,0.2376,0.913,0.2895,0.377,0.2323,0.087,kansas_city_wardpkwy,52,all,"lr_6:5.12, bias:-1.66"
0.9044,0.5513,0.4844,0.8786,0.5749,0.6245,0.454,0.1214,st_charles_mo,25,all,"lr_6:5.12, bias:-1.66"
0.9051,0.5101,0.4408,0.8641,0.5365,0.5838,0.4122,0.1359,st_charles_mo,23,all,"lr_6:5.12, bias:-1.66"
0.9062,0.6009,0.5309,0.8834,0.6126,0.6632,0.4961,0.1166,st_charles_mo,27,all,"lr_6:5.12, bias:-1.66"
0.9605,1.2985,0.2739,0.211,0.2184,0.2384,0.1353,0.789,st_charles_mo,17,all,"lr_6:5.12, bias:-1.66"
0.9097,0.6716,0.5956,0.8867,0.6614,0.7125,0.5535,0.1133,st_charles_mo,30,all,"lr_6:5.12, bias:-1.66"
0.9688,1.9712,0.365,0.1852,0.2315,0.2457,0.1401,0.8148,st_charles_mo,16,all,"lr_6:5.12, bias:-1.66"
0.9044,0.5283,0.4618,0.8742,0.5558,0.6044,0.4331,0.1258,st_charles_mo,24,all,"lr_6:5.12, bias:-1.66"
0.9079,0.6543,0.5791,0.8851,0.6485,0.7001,0.5386,0.1149,st_charles_mo,29,all,"lr_6:5.12, bias:-1.66"
0.9236,0.7561,0.7041,0.9312,0.7557,0.8019,0.6693,0.0688,st_charles_mo,32,all,"lr_6:5.12, bias:-1.66"
0.9061,0.5846,0.5141,0.8795,0.599,0.6489,0.4803,0.1205,st_charles_mo,26,all,"lr_6:5.12, bias:-1.66"
0.9116,0.5684,0.359,0.6316,0.4136,0.4578,0.2968,0.3684,st_charles_mo,21,all,"lr_6:5.12, bias:-1.66"
0.9072,0.611,0.5398,0.8835,0.6198,0.6702,0.504,0.1165,st_charles_mo,28,all,"lr_6:5.12, bias:-1.66"
0.9182,0.7153,0.6581,0.92,0.7194,0.7673,0.6225,0.08,st_charles_mo,31,all,"lr_6:5.12, bias:-1.66"
0.9083,0.5047,0.4191,0.8303,0.512,0.557,0.386,0.1697,st_charles_mo,22,all,"lr_6:5.12, bias:-1.66"
0.9271,0.3957,0.2413,0.6098,0.3148,0.3458,0.209,0.3902,st_charles_mo,18,all,"lr_6:5.12, bias:-1.66"
0.8502,0.9655,0.7273,0.7533,0.6348,0.74,0.5874,0.2467,kansas_city_blueridge,41,all,"lr_6:5.12, bias:-1.66"
0.8529,0.929,0.7298,0.7856,0.6514,0.7566,0.6086,0.2144,kansas_city_blueridge,42,all,"lr_6:5.12, bias:-1.66"
0.8819,0.9026,0.8161,0.9041,0.7573,0.8578,0.7511,0.0959,kansas_city_blueridge,54,all,"lr_6:5.12, bias:-1.66"
0.866,0.8971,0.762,0.8494,0.7021,0.8033,0.6713,0.1506,kansas_city_blueridge,46,all,"lr_6:5.12, bias:-1.66"
0.8845,0.9308,0.829,0.8906,0.7612,0.8587,0.7523,0.1094,kansas_city_blueridge,53,all,"lr_6:5.12, bias:-1.66"
0.8609,0.9091,0.749,0.8239,0.6823,0.7846,0.6456,0.1761,kansas_city_blueridge,44,all,"lr_6:5.12, bias:-1.66"
0.812,5.5824,0.4687,0.084,0.0911,0.1424,0.0767,0.916,kansas_city_blueridge,29,all,"lr_6:5.12, bias:-1.66"
0.8791,0.9314,0.8161,0.8763,0.7461,0.8451,0.7318,0.1237,kansas_city_blueridge,50,all,"lr_6:5.12, bias:-1.66"
0.8662,0.8849,0.7631,0.8624,0.7071,0.8098,0.6803,0.1376,kansas_city_blueridge,47,all,"lr_6:5.12, bias:-1.66"
0.8456,0.9932,0.7134,0.7182,0.6098,0.7158,0.5574,0.2818,kansas_city_blueridge,39,all,"lr_6:5.12, bias:-1.66"
0.7968,1.4001,0.6044,0.4317,0.3804,0.5037,0.3366,0.5683,kansas_city_blueridge,35,all,"lr_6:5.12, bias:-1.66"
0.7869,1.5983,0.5664,0.3544,0.3131,0.436,0.2788,0.6456,kansas_city_blueridge,34,all,"lr_6:5.12, bias:-1.66"
0.8739,0.9288,0.8022,0.8637,0.7311,0.8318,0.712,0.1363,kansas_city_blueridge,48,all,"lr_6:5.12, bias:-1.66"
0.8806,0.9186,0.8148,0.887,0.7508,0.8493,0.7381,0.113,kansas_city_blueridge,51,all,"lr_6:5.12, bias:-1.66"
0.8304,1.1104,0.7012,0.6315,0.5515,0.6645,0.4976,0.3685,kansas_city_blueridge,38,all,"lr_6:5.12, bias:-1.66"
0.849,0.9745,0.7219,0.7408,0.6263,0.7312,0.5763,0.2592,kansas_city_blueridge,40,all,"lr_6:5.12, bias:-1.66"
0.7848,2.464,0.5105,0.2072,0.1937,0.2948,0.1729,0.7928,kansas_city_blueridge,32,all,"lr_6:5.12, bias:-1.66"
0.8063,1.2662,0.6373,0.5033,0.4402,0.5624,0.3912,0.4967,kansas_city_blueridge,36,all,"lr_6:5.12, bias:-1.66"
0.8789,0.9269,0.8116,0.8756,0.7443,0.8424,0.7277,0.1244,kansas_city_blueridge,49,all,"lr_6:5.12, bias:-1.66"
0.787,3.4942,0.4644,0.1329,0.1254,0.2067,0.1152,0.8671,kansas_city_blueridge,31,all,"lr_6:5.12, bias:-1.66"
0.8638,0.9052,0.7575,0.8368,0.6936,0.7952,0.66,0.1632,kansas_city_blueridge,45,all,"lr_6:5.12, bias:-1.66"
0.858,0.9163,0.7408,0.8085,0.67,0.7731,0.6302,0.1915,kansas_city_blueridge,43,all,"lr_6:5.12, bias:-1.66"
0.8828,0.9314,0.8262,0.887,0.7571,0.8555,0.7475,0.113,kansas_city_blueridge,52,all,"lr_6:5.12, bias:-1.66"
0.8165,1.1783,0.6682,0.5671,0.4942,0.6135,0.4425,0.4329,kansas_city_blueridge,37,all,"lr_6:5.12, bias:-1.66"
0.7825,1.8784,0.5335,0.284,0.2537,0.3707,0.2275,0.716,kansas_city_blueridge,33,all,"lr_6:5.12, bias:-1.66"
0.8005,4.6771,0.4576,0.0978,0.099,0.1612,0.0877,0.9022,kansas_city_blueridge,30,all,"lr_6:5.12, bias:-1.66"
0.8304,1.4089,0.6496,0.4611,0.439,0.5393,0.3692,0.5389,fort_morgan_co,19,all,"lr_6:5.12, bias:-1.66"
0.8354,1.2198,0.7976,0.6539,0.6039,0.7186,0.5608,0.3461,fort_morgan_co,23,all,"lr_6:5.12, bias:-1.66"
0.9322,1.8563,0.7246,0.3903,0.4744,0.5073,0.3399,0.6097,fort_morgan_co,13,all,"lr_6:5.12, bias:-1.66"
0.8635,1.1134,0.847,0.7607,0.6979,0.8015,0.6688,0.2393,fort_morgan_co,25,all,"lr_6:5.12, bias:-1.66"
0.8973,1.1203,0.9254,0.826,0.7872,0.8729,0.7744,0.174,fort_morgan_co,27,all,"lr_6:5.12, bias:-1.66"
0.8676,1.6985,0.7151,0.421,0.4589,0.53,0.3605,0.579,fort_morgan_co,17,all,"lr_6:5.12, bias:-1.66"
0.8874,1.6671,0.7238,0.4342,0.4831,0.5427,0.3724,0.5658,fort_morgan_co,16,all,"lr_6:5.12, bias:-1.66"
0.9189,1.8475,0.7536,0.4079,0.4892,0.5293,0.3599,0.5921,fort_morgan_co,14,all,"lr_6:5.12, bias:-1.66"
0.8509,1.1419,0.8216,0.7195,0.6582,0.7671,0.6222,0.2805,fort_morgan_co,24,all,"lr_6:5.12, bias:-1.66"
